,StationName,County,BeginGageServiceDate,EndGageServiceDate,TotalPrecipitation_inches,WaterYear,Notes_FlaggedResults,x_coord,y_coord,min_distance,wstation_x,wstation_y,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,year,temp_max_mean,temp_min_mean,temp_min_ann,temp_max_ann,temp_min_at_max_ann,temp_max_at_min_ann,temp_mean_ann,temp_mean_max,temp_mean_min,wind_speed_max_min,wind_speed_max_max,wind_speed_max_mean,wind_gusts_max_min,wind_gusts_max_max,wind_gusts_max_mean,precipitation_hours_sum,precipitation_hours_mean,evapotranspiration_min,evapotranspiration_max,evapotranspiration_mean
0,Ball Mountain,Tehama,9/3/2013,9/18/2014,12.75,2014,,-122.7809112,39.93636855,0.023926875777742756,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2014,59.281643835616435,39.72958904109589,18.4,90.8,81.0,53.5,48.84438356164384,74.7,22.2,2.0,12.0,5.681917808219178,8.1,61.3,24.26027397260274,1146.0,3.1397260273972605,0.007,0.264,0.12236438356164382
365,Ball Mountain,Tehama,9/18/2014,9/8/2015,23.35,2015,,-122.7809112,39.93636855,0.023926875777742756,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2015,59.05287671232877,39.39397260273972,15.2,88.5,81.0,53.5,48.52191780821918,74.8,20.9,1.8,15.3,5.456438356164384,7.8,67.8,23.544383561643837,952.0,2.6082191780821917,0.006,0.254,0.1221945205479452
730,Ball Mountain,Tehama,9/8/2015,9/7/2016,29.59,2016,,-122.7809112,39.93636855,0.023926875777742756,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2016,56.8,37.76311475409836,12.3,90.8,81.0,53.5,46.69562841530054,76.9,18.7,1.9,12.5,5.7887978142076495,10.5,57.9,25.274863387978144,1348.0,3.6830601092896176,0.007,0.264,0.11615027322404373
1096,Ball Mountain,Tehama,9/7/2016,9/19/2017,44.47,2017,,-122.7809112,39.93636855,0.023926875777742756,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2017,54.24054794520548,32.961643835616435,4.8,89.5,81.0,53.5,43.00383561643836,75.4,12.0,2.9,18.1,7.345479452054795,9.6,79.9,28.333972602739724,1575.0,4.315068493150685,0.006,0.284,0.11365479452054796
1461,Ball Mountain,Tehama,9/19/2017,8/30/2018,20.06,2018,,-122.7809112,39.93636855,0.023926875777742756,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2018,55.489041095890414,32.71095890410959,-1.2,87.8,81.0,53.5,43.72958904109589,72.6,14.8,2.7,15.3,7.069589041095891,10.7,56.6,27.067671232876716,1113.0,3.0493150684931507,0.007,0.274,0.12018904109589042
1826,Ball Mountain,Tehama,8/30/2018,9/23/2019,46.48,2019,,-122.7809112,39.93636855,0.023926875777742756,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2019,52.860547945205475,31.93972602739726,4.6,86.5,81.0,53.5,41.941095890410956,69.9,12.1,2.9,16.2,7.083561643835616,11.2,67.3,27.62876712328767,1448.0,3.967123287671233,0.007,0.256,0.11213150684931505
2191,Ball Mountain,Tehama,9/24/2019,9/27/2020,13.46,2020,,-122.7809112,39.93636855,0.023926875777742756,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2020,56.57158469945355,33.54071038251366,4.9,88.6,81.0,53.5,44.67431693989071,74.2,14.9,2.7,15.3,7.26775956284153,9.6,57.7,27.16857923497268,880.0,2.4043715846994536,0.008,0.272,0.12318852459016394
2557,Ball Mountain,Tehama,9/27/2020,8/18/2021,9.34,2021,,-122.7809112,39.93636855,0.023926875777742756,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2021,56.164931506849314,33.42054794520548,-1.5,90.7,81.0,53.5,44.39972602739726,75.8,11.9,2.9,17.4,7.232876712328767,10.1,68.9,27.358082191780824,1077.0,2.9506849315068493,0.005,0.287,0.12616712328767124
2922,Ball Mountain,Tehama,8/18/2021,9/9/2022,16.51,2022,,-122.7809112,39.93636855,0.023926875777742756,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2022,54.23397260273973,32.27726027397261,-0.7,91.6,81.0,53.5,42.683287671232875,77.5,14.0,3.1,15.3,6.876164383561644,8.9,61.1,24.605205479452053,938.0,2.56986301369863,0.005,0.265,0.11673972602739725
3287,Ball Mountain,Tehama,9/9/2022,9/14/2023,48.24,2023,,-122.7809112,39.93636855,0.023926875777742756,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2023,51.92164383561644,31.70164383561644,3.8,89.8,81.0,53.5,41.28602739726027,74.1,12.1,2.9,13.9,7.294794520547945,11.0,55.0,25.491232876712328,1476.0,4.043835616438356,0.006,0.276,0.10823013698630136
3652,Blacks Mountain,Lassen,9/23/2013,9/4/2014,15.18,2014,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2014,54.81945205479452,34.155890410958904,-4.0,88.7,81.0,53.5,43.95178082191781,73.5,7.9,2.3,19.0,8.43945205479452,9.2,70.0,25.332602739726028,1302.0,3.5671232876712327,0.007,0.282,0.12186027397260274
4017,Blacks Mountain,Lassen,9/4/2014,9/17/2015,19.45,2015,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2015,54.23972602739726,33.34219178082191,-4.4,87.2,81.0,53.5,43.25808219178082,73.1,7.7,2.2,24.0,8.135342465753425,7.6,74.3,24.436712328767122,1065.0,2.9178082191780823,0.009,0.276,0.11946027397260274
4382,Blacks Mountain,Lassen,9/17/2015,9/15/2016,30.04,2016,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2016,52.141530054644804,32.48142076502732,-7.4,88.3,81.0,53.5,41.982513661202184,75.0,4.3,2.7,19.4,8.72896174863388,10.3,56.1,26.11639344262295,1538.0,4.202185792349726,0.005,0.282,0.11637978142076502
4748,Blacks Mountain,Lassen,9/15/2016,9/11/2017,33.73,2017,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2017,52.50821917808219,29.41890410958904,-4.7,88.2,81.0,53.5,40.47890410958904,73.0,6.1,4.6,21.1,9.91041095890411,12.8,71.4,28.995890410958904,1338.0,3.665753424657534,0.013,0.281,0.11521917808219179
5113,Blacks Mountain,Lassen,9/11/2017,9/17/2018,22.34,2018,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2018,53.35068493150685,28.4386301369863,-4.1,90.6,81.0,53.5,40.721917808219175,70.1,7.8,4.4,20.7,9.37945205479452,11.6,65.5,27.130684931506853,967.0,2.649315068493151,0.01,0.276,0.11853972602739726
5478,Blacks Mountain,Lassen,9/17/2018,9/23/2019,31.87,2019,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2019,50.39506849315069,28.26986301369863,-3.1,85.5,81.0,53.5,38.95232876712329,69.2,8.0,4.1,20.8,9.444931506849315,10.5,65.3,27.317808219178083,1406.0,3.852054794520548,0.012,0.265,0.10893424657534247
5843,Blacks Mountain,Lassen,9/23/2019,9/3/2020,16.72,2020,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2020,54.563934426229515,28.859836065573774,-2.1,89.2,81.0,53.5,41.5688524590164,70.5,9.1,4.3,21.1,9.31584699453552,10.5,63.5,27.02377049180328,794.0,2.169398907103825,0.014,0.275,0.12347540983606557
6209,Blacks Mountain,Lassen,8/30/2022,8/29/2023,39.72,2023,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2023,50.34767123287671,27.597808219178084,0.7,89.5,81.0,53.5,38.41424657534247,72.8,6.4,3.1,22.1,9.46,10.1,57.3,25.619726027397263,1227.0,3.361643835616438,0.011,0.273,0.10850684931506849
6574,Boulder Creek,Plumas,9/26/2013,9/3/2014,13.69,2014,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2014,54.81945205479452,34.155890410958904,-4.0,88.7,81.0,53.5,43.95178082191781,73.5,7.9,2.3,19.0,8.43945205479452,9.2,70.0,25.332602739726028,1302.0,3.5671232876712327,0.007,0.282,0.12186027397260274
6939,Boulder Creek,Plumas,9/3/2014,9/16/2015,17.83,2015,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2015,54.23972602739726,33.34219178082191,-4.4,87.2,81.0,53.5,43.25808219178082,73.1,7.7,2.2,24.0,8.135342465753425,7.6,74.3,24.436712328767122,1065.0,2.9178082191780823,0.009,0.276,0.11946027397260274
7304,Boulder Creek,Plumas,9/16/2015,9/13/2016,25.17,2016,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2016,52.141530054644804,32.48142076502732,-7.4,88.3,81.0,53.5,41.982513661202184,75.0,4.3,2.7,19.4,8.72896174863388,10.3,56.1,26.11639344262295,1538.0,4.202185792349726,0.005,0.282,0.11637978142076502
7670,Boulder Creek,Plumas,9/13/2016,9/14/2017,44.15,2017,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2017,52.50821917808219,29.41890410958904,-4.7,88.2,81.0,53.5,40.47890410958904,73.0,6.1,4.6,21.1,9.91041095890411,12.8,71.4,28.995890410958904,1338.0,3.665753424657534,0.013,0.281,0.11521917808219179
8035,Boulder Creek,Plumas,9/14/2017,9/19/2018,21.82,2018,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2018,53.35068493150685,28.4386301369863,-4.1,90.6,81.0,53.5,40.721917808219175,70.1,7.8,4.4,20.7,9.37945205479452,11.6,65.5,27.130684931506853,967.0,2.649315068493151,0.01,0.276,0.11853972602739726
8400,Boulder Creek,Plumas,9/19/2018,9/25/2019,30.13,2019,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2019,50.39506849315069,28.26986301369863,-3.1,85.5,81.0,53.5,38.95232876712329,69.2,8.0,4.1,20.8,9.444931506849315,10.5,65.3,27.317808219178083,1406.0,3.852054794520548,0.012,0.265,0.10893424657534247
8765,Boulder Creek,Plumas,9/25/2019,9/9/2020,15.37,2020,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2020,54.563934426229515,28.859836065573774,-2.1,89.2,81.0,53.5,41.5688524590164,70.5,9.1,4.3,21.1,9.31584699453552,10.5,63.5,27.02377049180328,794.0,2.169398907103825,0.014,0.275,0.12347540983606557
9131,Boulder Creek,Plumas,9/1/2022,8/30/2023,36.88,2023,,-121.1998423,40.77003454,0.03290558318142126,-121.02127,40.738136,40.738136,-121.02127,2149.0,-28800,America/Los_Angeles,GMT-8,2023,50.34767123287671,27.597808219178084,0.7,89.5,81.0,53.5,38.41424657534247,72.8,6.4,3.1,22.1,9.46,10.1,57.3,25.619726027397263,1227.0,3.361643835616438,0.011,0.273,0.10850684931506849
9496,Butte Lake,Lassen,9/18/2013,9/4/2014,19.66,2014,,-121.3005709,40.56212904,0.025712906930932023,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2014,57.72410958904109,37.76575342465753,6.1,91.2,81.0,53.5,47.12876712328767,76.1,12.8,2.3,19.0,8.43945205479452,9.2,70.0,25.332602739726028,1302.0,3.5671232876712327,0.008,0.287,0.12567123287671234
9861,Butte Lake,Lassen,9/4/2014,9/17/2015,29.3,2015,,-121.3005709,40.56212904,0.025712906930932023,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2015,57.42027397260274,36.97671232876712,-0.7,90.8,81.0,53.5,46.61972602739726,76.2,11.9,2.2,24.0,8.135342465753425,7.6,74.3,24.436712328767122,1065.0,2.9178082191780823,0.008,0.28,0.124213698630137
10226,Butte Lake,Lassen,9/17/2015,9/1/2016,40.89,2016,,-121.3005709,40.56212904,0.025712906930932023,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2016,55.10327868852459,36.05874316939891,-2.2,91.5,81.0,53.5,45.20846994535519,78.5,8.8,2.7,19.4,8.731967213114755,10.3,56.1,26.11393442622951,1538.0,4.202185792349726,0.006,0.287,0.12027049180327869
10592,Butte Lake,Lassen,9/1/2016,9/11/2017,63.15,2017,,-121.3005709,40.56212904,0.025712906930932023,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2017,55.00986301369863,36.283013698630135,1.6,91.1,81.0,53.5,45.20356164383561,78.8,13.6,4.9,24.2,11.116438356164384,8.1,68.9,27.97287671232877,1624.0,4.449315068493151,0.005,0.31,0.12303561643835617
10957,Butte Lake,Lassen,9/1/2017,9/17/2018,28.69,2018,,-121.3005709,40.56212904,0.025712906930932023,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2018,56.42164383561644,36.48849315068493,-0.7,91.0,81.0,53.5,46.110410958904104,75.6,14.4,4.9,21.2,10.381369863013699,11.6,62.0,26.54794520547945,1103.0,3.021917808219178,0.008,0.317,0.12995068493150685
11322,Butte Lake,Lassen,9/17/2018,9/25/2019,43.09,2019,,-121.3005709,40.56212904,0.025712906930932023,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2019,53.639452054794525,35.4027397260274,4.9,89.4,81.0,53.5,44.08849315068493,73.5,15.8,4.0,23.3,10.436712328767124,7.8,66.7,26.407397260273974,1637.0,4.484931506849315,0.007,0.283,0.1184958904109589
11687,Butte Lake,Lassen,9/25/2019,9/3/2020,19.83,2020,,-121.3005709,40.56212904,0.025712906930932023,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2020,56.99289617486339,36.81147540983606,8.0,90.5,81.0,53.5,46.54234972677595,76.8,14.7,5.0,24.7,10.142896174863388,9.8,49.2,25.736885245901643,930.0,2.540983606557377,0.009,0.301,0.1325601092896175
12053,Butte Lake,Lassen,8/30/2022,8/29/2023,48.95,2023,,-121.3005709,40.56212904,0.025712906930932023,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2023,53.148219178082186,34.5,5.1,92.0,81.0,53.5,43.342739726027396,77.4,10.7,4.3,22.6,10.246849315068493,8.5,53.7,25.05561643835616,1477.0,4.046575342465753,0.008,0.312,0.11718904109589041
12418,Camel Peak,Plumas,9/6/2013,9/2/2014,41.55,2014,,-121.1011504,39.72418519,0.004253590301735144,-121.04312,39.753952,39.753952,-121.04312,1693.0,-28800,America/Los_Angeles,GMT-8,2014,59.908493150684926,37.9854794520548,11.4,92.4,81.0,53.5,48.63369863013698,75.9,17.9,3.0,17.5,8.396986301369862,9.6,65.5,27.26219178082192,1288.0,3.5287671232876714,0.008,0.288,0.12881643835616438
12783,Camel Peak,Plumas,9/14/2015,9/2/2016,86.55,2016,,-121.1011504,39.72418519,0.004253590301735144,-121.04312,39.753952,39.753952,-121.04312,1693.0,-28800,America/Los_Angeles,GMT-8,2016,57.43032786885246,36.08087431693989,-5.1,93.3,81.0,53.5,46.677595628415304,77.7,8.2,3.2,17.7,8.70601092896175,8.9,66.2,28.481420765027323,1593.0,4.352459016393443,0.006,0.283,0.12335519125683062
13149,Camel Peak,Plumas,9/2/2016,9/18/2017,114.31,2017,,-121.1011504,39.72418519,0.004253590301735144,-121.04312,39.753952,39.753952,-121.04312,1693.0,-28800,America/Los_Angeles,GMT-8,2017,57.24876712328767,37.9572602739726,7.2,92.6,81.0,53.5,47.09178082191781,79.0,18.8,4.3,25.3,11.242465753424657,12.8,82.1,33.937260273972605,1832.0,5.019178082191781,0.004,0.309,0.12264383561643835
13514,Camel Peak,Plumas,9/18/2017,8/28/2018,62.35,2018,,-121.1011504,39.72418519,0.004253590301735144,-121.04312,39.753952,39.753952,-121.04312,1693.0,-28800,America/Los_Angeles,GMT-8,2018,58.2668493150685,37.460547945205484,-0.1,91.7,81.0,53.5,47.41917808219178,76.6,14.1,4.0,24.0,10.366301369863013,13.4,73.6,31.138904109589042,1219.0,3.33972602739726,0.007,0.317,0.13115616438356165
13879,Champs Flat,Lassen,9/18/2013,9/4/2014,10.25,2014,,-120.9581271,40.69471952,0.0010919129420405372,-120.97734,40.667835,40.667835,-120.97734,1705.0,-28800,America/Los_Angeles,GMT-8,2014,60.13479452054795,39.7213698630137,-0.8,94.6,81.0,53.5,49.338904109589045,78.7,11.2,2.3,19.9,8.868219178082192,6.9,74.3,24.778082191780822,1036.0,2.8383561643835615,0.009,0.296,0.13175890410958904
14244,Champs Flat,Lassen,9/4/2014,9/16/2015,17.87,2015,,-120.9581271,40.69471952,0.0010919129420405372,-120.97734,40.667835,40.667835,-120.97734,1705.0,-28800,America/Los_Angeles,GMT-8,2015,59.48712328767123,38.87780821917808,0.3,92.9,81.0,53.5,48.597534246575336,78.7,12.0,3.3,21.2,8.443835616438356,8.7,64.4,23.46054794520548,852.0,2.334246575342466,0.012,0.284,0.12838904109589042
14609,Champs Flat,Lassen,9/16/2015,9/1/2016,24.15,2016,,-120.9581271,40.69471952,0.0010919129420405372,-120.97734,40.667835,40.667835,-120.97734,1705.0,-28800,America/Los_Angeles,GMT-8,2016,57.47868852459017,37.88852459016394,-3.1,94.3,81.0,53.5,47.31284153005465,80.4,8.6,3.8,22.2,9.180601092896175,9.6,57.7,25.367213114754097,1196.0,3.26775956284153,0.007,0.297,0.12598087431693988
14975,Champs Flat,Lassen,9/1/2016,9/11/2017,32.21,2017,,-120.9581271,40.69471952,0.0010919129420405372,-120.97734,40.667835,40.667835,-120.97734,1705.0,-28800,America/Los_Angeles,GMT-8,2017,57.622191780821915,34.82246575342466,0.5,93.0,81.0,53.5,45.70054794520548,78.4,10.5,4.5,22.9,9.738356164383562,10.5,65.5,28.797808219178084,1393.0,3.8164383561643835,0.011,0.3,0.12394794520547946
15340,Champs Flat,Lassen,9/11/2017,9/6/2018,26.44,2018,,-120.9581271,40.69471952,0.0010919129420405372,-120.97734,40.667835,40.667835,-120.97734,1705.0,-28800,America/Los_Angeles,GMT-8,2018,58.73123287671233,34.33424657534247,2.0,95.1,81.0,53.5,46.30191780821918,75.7,15.2,4.1,20.1,9.182465753424657,10.1,63.3,26.984383561643835,1000.0,2.73972602739726,0.012,0.3,0.1278027397260274
15705,Champs Flat,Lassen,9/6/2018,9/12/2019,24.82,2019,,-120.9581271,40.69471952,0.0010919129420405372,-120.97734,40.667835,40.667835,-120.97734,1705.0,-28800,America/Los_Angeles,GMT-8,2019,55.693698630136986,33.85068493150685,1.3,90.2,81.0,53.5,44.36164383561644,74.4,14.2,3.5,23.7,9.264109589041096,8.5,69.1,27.210684931506847,1427.0,3.9095890410958902,0.013,0.282,0.11782191780821918
16070,Champs Flat,Lassen,9/12/2019,9/11/2017,10.86,2020,,-120.9581271,40.69471952,0.0010919129420405372,-120.97734,40.667835,40.667835,-120.97734,1705.0,-28800,America/Los_Angeles,GMT-8,2020,59.65983606557377,34.28415300546448,3.7,93.9,81.0,53.5,46.776229508196714,76.6,15.0,3.8,21.5,9.163661202185793,10.3,62.6,26.908743169398907,788.0,2.1530054644808745,0.016,0.289,0.13189071038251365
16436,Champs Flat,Lassen,8/30/2022,8/29/2023,28.04,2023,,-120.9581271,40.69471952,0.0010919129420405372,-120.97734,40.667835,40.667835,-120.97734,1705.0,-28800,America/Los_Angeles,GMT-8,2023,55.429863013698636,33.330958904109586,5.4,94.8,81.0,53.5,43.82876712328767,76.6,11.4,3.9,20.9,9.19068493150685,8.3,56.1,25.264657534246577,1274.0,3.4904109589041097,0.01,0.294,0.1175917808219178
16801,Clarks Peak,Plumas,9/26/2013,9/3/2014,14.86,2014,,-120.4935756,40.21358847,0.010329825074940348,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2014,59.25013698630137,36.933424657534246,-3.5,94.8,81.0,53.5,47.59808219178082,77.5,9.4,2.2,17.6,8.35095890410959,7.4,56.6,24.813698630136987,980.0,2.684931506849315,0.011,0.297,0.1293068493150685
17166,Clarks Peak,Plumas,9/3/2014,9/16/2015,16.89,2015,,-120.4935756,40.21358847,0.010329825074940348,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2015,58.45972602739726,35.459452054794525,-2.0,91.4,81.0,53.5,46.55561643835616,75.8,10.5,2.1,18.9,7.993424657534247,7.4,64.2,23.83041095890411,790.0,2.164383561643836,0.011,0.292,0.12663835616438357
17531,Clarks Peak,Plumas,9/16/2015,9/13/2016,23.34,2016,,-120.4935756,40.21358847,0.010329825074940348,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2016,56.832513661202185,34.75983606557377,-3.9,93.8,81.0,53.5,45.615846994535524,77.7,7.5,2.1,19.2,8.50792349726776,8.5,54.1,25.408196721311473,1165.0,3.1830601092896176,0.007,0.29,0.12478415300546448
17897,Clarks Peak,Plumas,9/13/2016,9/12/2017,41.72,2017,,-120.4935756,40.21358847,0.010329825074940348,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2017,55.87890410958904,35.75890410958904,-1.7,91.9,81.0,53.5,45.51150684931507,78.8,6.5,2.8,20.0,8.655068493150685,8.9,73.4,30.810410958904107,1467.0,4.019178082191781,0.011,0.3,0.12029041095890411
18262,Clarks Peak,Plumas,9/12/2017,9/12/2018,20.91,2018,,-120.4935756,40.21358847,0.010329825074940348,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2018,57.230958904109585,35.34301369863014,-1.2,92.4,81.0,53.5,46.32904109589041,77.0,14.2,3.1,17.9,8.485479452054793,12.8,60.2,29.200821917808216,948.0,2.5972602739726027,0.011,0.299,0.12725753424657535
18627,Clarks Peak,Plumas,9/12/2018,9/12/2019,27.96,2019,,-120.4935756,40.21358847,0.010329825074940348,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2019,54.170136986301365,34.672876712328765,0.7,87.9,81.0,53.5,44.302465753424656,73.6,14.2,2.5,17.6,8.287123287671234,8.9,69.6,28.966301369863015,1400.0,3.835616438356164,0.009,0.284,0.1166986301369863
18992,Clarks Peak,Plumas,9/12/2019,9/9/2020,16.89,2020,,-120.4935756,40.21358847,0.010329825074940348,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2020,58.02814207650273,35.82185792349726,6.5,92.6,81.0,53.5,46.93224043715847,77.7,16.0,2.6,16.6,8.55464480874317,7.8,59.3,29.499453551912566,731.0,1.9972677595628416,0.015,0.306,0.1304808743169399
19358,Clarks Peak,Plumas,8/31/2022,8/30/2023,34.78,2023,,-120.4935756,40.21358847,0.010329825074940348,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2023,53.95780821917808,33.90383561643836,4.0,94.4,81.0,53.5,43.69041095890411,77.6,9.3,2.3,17.0,8.121917808219179,8.5,62.4,26.31150684931507,1183.0,3.241095890410959,0.009,0.301,0.11664383561643836
19723,Clover Valley,Plumas,9/30/2013,9/15/2014,11.26,2014,,-120.4511231,39.94423631,0.009177735302265429,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2014,60.942465753424656,38.18082191780822,3.4,95.2,81.0,53.5,49.05205479452055,78.6,11.1,2.7,16.7,7.666301369863013,8.3,64.9,25.78986301369863,980.0,2.684931506849315,0.011,0.29,0.13188219178082192
20088,Clover Valley,Plumas,9/15/2014,9/15/2015,20.03,2015,,-120.4511231,39.94423631,0.009177735302265429,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2015,60.007397260273976,36.68356164383562,-0.8,91.2,81.0,53.5,47.94356164383562,76.8,10.6,2.3,19.5,7.488219178082192,8.5,72.7,24.809041095890407,792.0,2.16986301369863,0.011,0.277,0.1287698630136986
20453,Clover Valley,Plumas,9/15/2015,9/14/2016,24.36,2016,,-120.4511231,39.94423631,0.009177735302265429,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2016,58.452185792349724,36.33606557377049,-2.8,94.8,81.0,53.5,47.18524590163934,78.7,8.0,3.1,17.2,7.9724043715847,8.7,62.6,26.970765027322404,1163.0,3.1775956284153004,0.008,0.289,0.12737158469945356
20819,Clover Valley,Plumas,9/14/2016,9/13/2017,42.37,2017,,-120.4511231,39.94423631,0.009177735302265429,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2017,57.82904109589041,37.36794520547945,3.9,92.9,81.0,53.5,47.12958904109589,79.1,13.2,4.5,18.8,9.325479452054795,11.0,69.3,27.332602739726028,1595.0,4.36986301369863,0.01,0.303,0.12436164383561644
21184,Clover Valley,Plumas,9/13/2017,9/24/2018,16.2,2018,,-120.4511231,39.94423631,0.009177735302265429,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2018,59.4627397260274,36.94767123287671,-2.0,95.9,81.0,53.5,47.85506849315068,77.9,10.7,4.3,18.4,9.049041095890411,9.6,59.5,25.839726027397262,1006.0,2.756164383561644,0.012,0.303,0.13295342465753424
21549,Clover Valley,Plumas,9/24/2018,9/17/2019,24.65,2019,,-120.4511231,39.94423631,0.009177735302265429,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2019,56.20109589041096,36.33534246575342,8.6,92.0,81.0,53.5,45.82356164383561,75.8,14.6,3.5,19.9,8.94,7.6,65.1,26.216986301369865,1522.0,4.16986301369863,0.01,0.281,0.12127945205479453
21914,Clover Valley,Plumas,9/17/2019,9/8/2020,16.42,2020,,-120.4511231,39.94423631,0.009177735302265429,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2020,59.77540983606557,37.57322404371585,7.9,94.9,81.0,53.5,48.324316939890714,78.9,15.3,3.4,17.3,8.875409836065574,8.1,52.1,25.468852459016393,820.0,2.240437158469945,0.014,0.306,0.13539344262295083
22280,Clover Valley,Plumas,9/1/2022,8/31/2023,32.42,2023,,-120.4511231,39.94423631,0.009177735302265429,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2023,55.84054794520548,35.512054794520544,7.1,95.7,81.0,53.5,45.14383561643836,79.6,12.6,3.7,17.6,8.813698630136987,10.1,52.3,24.074794520547943,1358.0,3.7205479452054795,0.01,0.308,0.11953972602739725
